state_index,bombs_0,bombs_1,bombs_2,bombs_3,bombs_4,bombs_5,bombs_6,bombs_7,bombs_8,bombs_9,coins_0,coins_1,coins_2,coins_3,coins_4,coins_5,coins_6,coins_7,coins_8,coins_9,tiles_0,tiles_1,tiles_10,tiles_11,tiles_12,tiles_13,tiles_14,tiles_15,tiles_16,tiles_17,tiles_18,tiles_19,tiles_2,tiles_20,tiles_21,tiles_22,tiles_23,tiles_24,tiles_3,tiles_4,tiles_5,tiles_6,tiles_7,tiles_8,tiles_9
16795,0,2,1,2,1,1,0,1,3,1,5,4,6,4,5,5,7,5,2,5,1,2,1,1,2,4,1,1,4,4,1,4,1,1,4,1,1,2,4,1,1,1,2,2,1
16796,0,2,1,2,1,1,0,1,3,1,5,4,6,4,5,5,7,5,2,5,1,2,1,1,2,4,1,1,4,4,1,4,1,1,4,1,1,2,4,1,1,1,2,2,1
16797,0,2,1,2,1,1,0,1,3,1,5,4,6,4,5,5,7,5,2,5,1,2,1,1,2,4,1,1,4,4,1,4,1,1,4,1,1,2,4,1,1,1,2,2,1
16798,0,2,1,2,1,1,0,1,3,1,5,4,6,4,5,5,7,5,2,5,1,2,1,1,2,4,1,1,4,4,1,4,1,1,4,1,1,2,4,1,1,1,2,2,1
16799,0,2,1,2,1,1,0,1,3,1,5,4,6,4,5,5,7,5,2,5,1,2,1,1,2,4,1,1,4,4,1,4,1,1,4,1,1,2,4,1,1,1,2,2,1
16800,0,2,1,2,1,1,0,1,3,1,5,4,6,4,5,5,7,5,2,5,1,2,1,1,2,4,1,1,4,4,1,4,1,1,4,1,1,2,4,1,1,1,2,2,1
16801,0,2,1,2,1,1,0,1,3,1,5,4,6,4,5,5,7,5,2,5,1,2,1,1,2,4,1,1,4,4,1,4,1,1,4,1,1,2,4,1,1,1,2,2,1
16802,0,2,1,2,1,1,0,1,3,1,5,4,6,4,5,5,7,5,2,5,1,2,1,1,2,4,1,1,4,4,1,4,1,1,4,1,1,2,4,1,1,1,2,2,1
16803,0,2,1,2,1,1,0,1,3,1,5,4,6,4,5,5,7,5,2,5,1,2,1,1,2,4,1,1,4,4,1,4,1,1,4,1,1,2,4,1,1,1,2,2,1
16804,0,2,1,2,1,1,0,1,3,1,5,4,6,4,5,5,7,5,2,5,1,2,1,1,2,4,1,1,4,4,1,4,1,1,4,1,1,2,4,1,1,1,2,2,1
16805,0,2,1,2,1,1,0,1,3,1,5,4,6,4,5,5,7,5,2,5,1,2,1,1,2,4,1,1,4,4,1,4,1,1,4,1,1,2,4,1,1,1,2,2,1
16806,0,2,1,2,1,1,0,1,3,1,5,4,6,4,5,5,7,5,2,5,1,2,1,1,2,4,1,1,4,4,1,4,1,1,4,1,1,2,4,1,1,1,2,2,1
16807,0,2,1,2,1,1,0,1,3,1,5,4,6,4,5,5,7,5,2,5,1,2,1,1,2,4,1,1,4,4,1,4,1,1,4,1,1,2,4,1,1,1,2,2,1
16808,0,2,1,2,1,1,0,1,3,1,5,4,6,4,5,5,7,5,2,5,1,2,1,1,2,4,1,1,4,4,1,4,1,1,4,1,1,2,4,1,1,1,2,2,1
16809,0,2,1,2,1,1,0,1,3,1,5,4,6,4,5,5,7,5,2,5,1,2,1,1,2,4,1,1,4,4,1,4,1,1,4,1,1,2,4,1,1,1,2,2,1
16810,3,0,1,3,0,2,1,2,1,1,5,6,5,2,7,4,5,3,6,7,4,2,4,1,1,4,1,4,1,1,1,3,1,3,1,2,4,1,4,1,2,1,4,1,1
16811,3,0,1,3,0,2,1,2,1,1,5,6,5,2,7,4,5,3,6,7,4,2,4,1,1,4,1,4,1,1,1,3,1,3,1,2,4,1,4,1,2,1,4,1,1
16812,3,0,1,3,0,2,1,2,1,1,5,6,5,2,7,4,5,3,6,7,4,2,4,1,1,4,1,4,1,1,1,3,1,3,1,2,4,1,4,1,2,1,4,1,1
16813,3,0,1,3,0,2,1,2,1,1,5,6,5,2,7,4,5,3,6,7,4,2,4,1,1,4,1,4,1,1,1,3,1,3,1,2,4,1,4,1,2,1,4,1,1
16814,3,0,1,3,0,2,1,2,1,1,5,6,5,2,7,4,5,3,6,7,4,2,4,1,1,4,1,4,1,1,1,3,1,3,1,2,4,1,4,1,2,1,4,1,1
16815,3,0,1,3,0,2,1,2,1,1,5,6,5,2,7,4,5,3,6,7,4,2,4,1,1,4,1,4,1,1,1,3,1,3,1,2,4,1,4,1,2,1,4,1,1
16816,3,0,1,3,0,2,1,2,1,1,5,6,5,2,7,4,5,3,6,7,4,2,4,1,1,4,1,4,1,1,1,3,1,3,1,2,4,1,4,1,2,1,4,1,1
16817,3,0,1,3,0,2,1,2,1,1,5,6,5,2,7,4,5,3,6,7,4,2,4,1,1,4,1,4,1,1,1,3,1,3,1,2,4,1,4,1,2,1,4,1,1
16818,3,0,1,3,0,2,1,2,1,1,5,6,5,2,7,4,5,3,6,7,4,2,4,1,1,4,1,4,1,1,1,3,1,3,1,2,4,1,4,1,2,1,4,1,1
16819,3,0,1,3,0,2,1,2,1,1,5,6,5,2,7,4,5,3,6,7,4,2,4,1,1,4,1,4,1,1,1,3,1,3,1,2,4,1,4,1,2,1,4,1,1
16820,3,0,1,3,0,2,1,2,1,1,5,6,5,2,7,4,5,3,6,7,4,2,4,1,1,4,1,4,1,1,1,3,1,3,1,2,4,1,4,1,2,1,4,1,1
16821,3,0,1,3,0,2,1,2,1,1,5,6,5,2,7,4,5,3,6,7,4,2,4,1,1,4,1,4,1,1,1,3,1,3,1,2,4,1,4,1,2,1,4,1,1
16822,3,0,1,3,0,2,1,2,1,1,5,6,5,2,7,4,5,3,6,7,4,2,4,1,1,4,1,4,1,1,1,3,1,3,1,2,4,1,4,1,2,1,4,1,1
16823,3,0,1,3,0,2,1,2,1,1,5,6,5,2,7,4,5,3,6,7,4,2,4,1,1,4,1,4,1,1,1,3,1,3,1,2,4,1,4,1,2,1,4,1,1
16824,3,0,1,3,0,2,1,2,1,1,5,6,5,2,7,4,5,3,6,7,4,2,4,1,1,4,1,4,1,1,1,3,1,3,1,2,4,1,4,1,2,1,4,1,1
16825,3,0,1,3,0,2,1,2,1,1,5,6,5,2,7,4,5,3,6,7,4,2,4,1,1,4,1,4,1,1,1,3,1,3,1,2,4,1,4,1,2,1,4,1,1
16826,3,0,1,3,0,2,1,2,1,1,5,6,5,2,7,4,5,3,6,7,4,2,4,1,1,4,1,4,1,1,1,3,1,3,1,2,4,1,4,1,2,1,4,1,1
16827,3,0,1,3,0,2,1,2,1,1,5,6,5,2,7,4,5,3,6,7,4,2,4,1,1,4,1,4,1,1,1,3,1,3,1,2,4,1,4,1,2,1,4,1,1
16828,3,0,1,3,0,2,1,2,1,1,5,6,5,2,7,4,5,3,6,7,4,2,4,1,1,4,1,4,1,1,1,3,1,3,1,2,4,1,4,1,2,1,4,1,1
16829,3,0,1,3,0,2,1,2,1,1,5,6,5,2,7,4,5,3,6,7,4,2,4,1,1,4,1,4,1,1,1,3,1,3,1,2,4,1,4,1,2,1,4,1,1
16830,3,1,1,2,1,1,1,0,4,2,2,10,5,3,6,8,4,7,1,6,4,3,1,3,1,1,1,4,1,4,4,4,1,4,3,2,4,1,1,3,1,4,1,1,1
16831,3,1,1,2,1,1,1,0,4,2,2,10,5,3,6,8,4,7,1,6,4,3,1,3,1,1,1,4,1,4,4,4,1,4,3,2,4,1,1,3,1,4,1,1,1
16832,3,1,1,2,1,1,1,0,4,2,2,10,5,3,6,8,4,7,1,6,4,3,1,3,1,1,1,4,1,4,4,4,1,4,3,2,4,1,1,3,1,4,1,1,1
16833,3,1,1,2,1,1,1,0,4,2,2,10,5,3,6,8,4,7,1,6,4,3,1,3,1,1,1,4,1,4,4,4,1,4,3,2,4,1,1,3,1,4,1,1,1
16834,3,1,1,2,1,1,1,0,4,2,2,10,5,3,6,8,4,7,1,6,4,3,1,3,1,1,1,4,1,4,4,4,1,4,3,2,4,1,1,3,1,4,1,1,1
16835,3,1,1,2,1,1,1,0,4,2,2,10,5,3,6,8,4,7,1,6,4,3,1,3,1,1,1,4,1,4,4,4,1,4,3,2,4,1,1,3,1,4,1,1,1
16836,3,1,1,2,1,1,1,0,4,2,2,10,5,3,6,8,4,7,1,6,4,3,1,3,1,1,1,4,1,4,4,4,1,4,3,2,4,1,1,3,1,4,1,1,1
16837,3,1,1,2,1,1,1,0,4,2,2,10,5,3,6,8,4,7,1,6,4,3,1,3,1,1,1,4,1,4,4,4,1,4,3,2,4,1,1,3,1,4,1,1,1
16838,3,1,1,2,1,1,1,0,4,2,2,10,5,3,6,8,4,7,1,6,4,3,1,3,1,1,1,4,1,4,4,4,1,4,3,2,4,1,1,3,1,4,1,1,1
16839,3,1,1,2,1,1,1,0,4,2,2,10,5,3,6,8,4,7,1,6,4,3,1,3,1,1,1,4,1,4,4,4,1,4,3,2,4,1,1,3,1,4,1,1,1
16840,3,1,1,2,1,1,1,0,4,2,2,10,5,3,6,8,4,7,1,6,4,3,1,3,1,1,1,4,1,4,4,4,1,4,3,2,4,1,1,3,1,4,1,1,1
16841,3,1,1,2,1,1,1,0,4,2,2,10,5,3,6,8,4,7,1,6,4,3,1,3,1,1,1,4,1,4,4,4,1,4,3,2,4,1,1,3,1,4,1,1,1
16842,3,1,1,2,1,1,1,0,4,2,2,10,5,3,6,8,4,7,1,6,4,3,1,3,1,1,1,4,1,4,4,4,1,4,3,2,4,1,1,3,1,4,1,1,1
16843,3,1,1,2,1,1,1,0,4,2,2,10,5,3,6,8,4,7,1,6,4,3,1,3,1,1,1,4,1,4,4,4,1,4,3,2,4,1,1,3,1,4,1,1,1
16844,3,1,1,2,1,1,1,0,4,2,2,10,5,3,6,8,4,7,1,6,4,3,1,3,1,1,1,4,1,4,4,4,1,4,3,2,4,1,1,3,1,4,1,1,1
16845,3,1,1,2,1,1,1,0,4,2,2,10,5,3,6,8,4,7,1,6,4,3,1,3,1,1,1,4,1,4,4,4,1,4,3,2,4,1,1,3,1,4,1,1,1
16846,3,1,1,2,1,1,1,0,4,2,2,10,5,3,6,8,4,7,1,6,4,3,1,3,1,1,1,4,1,4,4,4,1,4,3,2,4,1,1,3,1,4,1,1,1
16847,3,1,1,2,1,1,1,0,4,2,2,10,5,3,6,8,4,7,1,6,4,3,1,3,1,1,1,4,1,4,4,4,1,4,3,2,4,1,1,3,1,4,1,1,1
16848,3,1,1,2,1,1,1,0,4,2,2,10,5,3,6,8,4,7,1,6,4,3,1,3,1,1,1,4,1,4,4,4,1,4,3,2,4,1,1,3,1,4,1,1,1
16849,2,1,2,2,1,1,2,3,1,1,5,8,3,5,6,6,5,2,6,8,1,3,4,1,4,4,1,3,1,4,1,1,1,4,3,1,1,3,4,1,1,4,1,3,4
16850,2,1,2,2,1,1,2,3,1,1,5,8,3,5,6,6,5,2,6,8,1,3,4,1,4,4,1,3,1,4,1,1,1,4,3,1,1,3,4,1,1,4,1,3,4
16851,2,1,2,2,1,1,2,3,1,1,5,8,3,5,6,6,5,2,6,8,1,3,4,1,4,4,1,3,1,4,1,1,1,4,3,1,1,3,4,1,1,4,1,3,4
16852,2,1,2,2,1,1,2,3,1,1,5,8,3,5,6,6,5,2,6,8,1,3,4,1,4,4,1,3,1,4,1,1,1,4,3,1,1,3,4,1,1,4,1,3,4
16853,2,1,2,2,1,1,2,3,1,1,5,8,3,5,6,6,5,2,6,8,1,3,4,1,4,4,1,3,1,4,1,1,1,4,3,1,1,3,4,1,1,4,1,3,4
16854,2,1,2,2,1,1,2,3,1,1,5,8,3,5,6,6,5,2,6,8,1,3,4,1,4,4,1,3,1,4,1,1,1,4,3,1,1,3,4,1,1,4,1,3,4
16855,2,1,2,2,1,1,2,3,1,1,5,8,3,5,6,6,5,2,6,8,1,3,4,1,4,4,1,3,1,4,1,1,1,4,3,1,1,3,4,1,1,4,1,3,4
16856,2,1,2,2,1,1,2,3,1,1,5,8,3,5,6,6,5,2,6,8,1,3,4,1,4,4,1,3,1,4,1,1,1,4,3,1,1,3,4,1,1,4,1,3,4
16857,2,1,2,2,1,1,2,3,1,1,5,8,3,5,6,6,5,2,6,8,1,3,4,1,4,4,1,3,1,4,1,1,1,4,3,1,1,3,4,1,1,4,1,3,4
16858,2,1,2,2,1,1,2,3,1,1,5,8,3,5,6,6,5,2,6,8,1,3,4,1,4,4,1,3,1,4,1,1,1,4,3,1,1,3,4,1,1,4,1,3,4
16859,2,1,2,2,1,1,2,3,1,1,5,8,3,5,6,6,5,2,6,8,1,3,4,1,4,4,1,3,1,4,1,1,1,4,3,1,1,3,4,1,1,4,1,3,4
16860,2,1,2,2,1,1,2,3,1,1,5,8,3,5,6,6,5,2,6,8,1,3,4,1,4,4,1,3,1,4,1,1,1,4,3,1,1,3,4,1,1,4,1,3,4
16861,2,1,2,2,1,1,2,3,1,1,5,8,3,5,6,6,5,2,6,8,1,3,4,1,4,4,1,3,1,4,1,1,1,4,3,1,1,3,4,1,1,4,1,3,4
16862,2,1,2,2,1,1,2,3,1,1,5,8,3,5,6,6,5,2,6,8,1,3,4,1,4,4,1,3,1,4,1,1,1,4,3,1,1,3,4,1,1,4,1,3,4
16863,2,1,2,2,1,1,2,3,1,1,5,8,3,5,6,6,5,2,6,8,1,3,4,1,4,4,1,3,1,4,1,1,1,4,3,1,1,3,4,1,1,4,1,3,4
16864,2,1,2,2,1,1,2,3,1,1,5,8,3,5,6,6,5,2,6,8,1,3,4,1,4,4,1,3,1,4,1,1,1,4,3,1,1,3,4,1,1,4,1,3,4
16865,2,1,2,2,1,1,2,3,1,1,5,8,3,5,6,6,5,2,6,8,1,3,4,1,4,4,1,3,1,4,1,1,1,4,3,1,1,3,4,1,1,4,1,3,4
16866,2,1,2,2,1,1,2,3,1,1,5,8,3,5,6,6,5,2,6,8,1,3,4,1,4,4,1,3,1,4,1,1,1,4,3,1,1,3,4,1,1,4,1,3,4
16867,2,1,2,2,1,1,2,3,1,1,5,8,3,5,6,6,5,2,6,8,1,3,4,1,4,4,1,3,1,4,1,1,1,4,3,1,1,3,4,1,1,4,1,3,4
16868,3,0,3,2,2,2,1,2,2,3,3,7,3,8,4,3,7,4,7,4,1,1,4,1,4,2,1,4,2,4,3,2,4,4,2,2,4,4,4,1,2,1,1,3,4
16869,3,0,3,2,2,2,1,2,2,3,3,7,3,8,4,3,7,4,7,4,1,1,4,1,4,2,1,4,2,4,3,2,4,4,2,2,4,4,4,1,2,1,1,3,4
16870,3,0,3,2,2,2,1,2,2,3,3,7,3,8,4,3,7,4,7,4,1,1,4,1,4,2,1,4,2,4,3,2,4,4,2,2,4,4,4,1,2,1,1,3,4
16871,3,0,3,2,2,2,1,2,2,3,3,7,3,8,4,3,7,4,7,4,1,1,4,1,4,2,1,4,2,4,3,2,4,4,2,2,4,4,4,1,2,1,1,3,4
16872,3,0,3,2,2,2,1,2,2,3,3,7,3,8,4,3,7,4,7,4,1,1,4,1,4,2,1,4,2,4,3,2,4,4,2,2,4,4,4,1,2,1,1,3,4
16873,3,0,3,2,2,2,1,2,2,3,3,7,3,8,4,3,7,4,7,4,1,1,4,1,4,2,1,4,2,4,3,2,4,4,2,2,4,4,4,1,2,1,1,3,4
16874,3,0,3,2,2,2,1,2,2,3,3,7,3,8,4,3,7,4,7,4,1,1,4,1,4,2,1,4,2,4,3,2,4,4,2,2,4,4,4,1,2,1,1,3,4
16875,3,0,3,2,2,2,1,2,2,3,3,7,3,8,4,3,7,4,7,4,1,1,4,1,4,2,1,4,2,4,3,2,4,4,2,2,4,4,4,1,2,1,1,3,4
16876,3,0,3,2,2,2,1,2,2,3,3,7,3,8,4,3,7,4,7,4,1,1,4,1,4,2,1,4,2,4,3,2,4,4,2,2,4,4,4,1,2,1,1,3,4
16877,3,0,3,2,2,2,1,2,2,3,3,7,3,8,4,3,7,4,7,4,1,1,4,1,4,2,1,4,2,4,3,2,4,4,2,2,4,4,4,1,2,1,1,3,4
16878,3,0,3,2,2,2,1,2,2,3,3,7,3,8,4,3,7,4,7,4,1,1,4,1,4,2,1,4,2,4,3,2,4,4,2,2,4,4,4,1,2,1,1,3,4
16879,3,0,3,2,2,2,1,2,2,3,3,7,3,8,4,3,7,4,7,4,1,1,4,1,4,2,1,4,2,4,3,2,4,4,2,2,4,4,4,1,2,1,1,3,4
16880,3,0,3,2,2,2,1,2,2,3,3,7,3,8,4,3,7,4,7,4,1,1,4,1,4,2,1,4,2,4,3,2,4,4,2,2,4,4,4,1,2,1,1,3,4
16881,3,0,3,2,2,2,1,2,2,3,3,7,3,8,4,3,7,4,7,4,1,1,4,1,4,2,1,4,2,4,3,2,4,4,2,2,4,4,4,1,2,1,1,3,4
16882,3,0,3,2,2,2,1,2,2,3,3,7,3,8,4,3,7,4,7,4,1,1,4,1,4,2,1,4,2,4,3,2,4,4,2,2,4,4,4,1,2,1,1,3,4
16883,3,0,3,2,2,2,1,2,2,3,3,7,3,8,4,3,7,4,7,4,1,1,4,1,4,2,1,4,2,4,3,2,4,4,2,2,4,4,4,1,2,1,1,3,4
16884,3,0,3,2,2,2,1,2,2,3,3,7,3,8,4,3,7,4,7,4,1,1,4,1,4,2,1,4,2,4,3,2,4,4,2,2,4,4,4,1,2,1,1,3,4
16885,1,2,3,1,3,3,1,2,2,2,10,7,4,6,2,6,4,9,5,5,3,4,3,3,3,4,4,3,4,4,1,1,4,4,3,4,1,1,3,4,1,1,1,1,4
16886,1,2,3,1,3,3,1,2,2,2,10,7,4,6,2,6,4,9,5,5,3,4,3,3,3,4,4,3,4,4,1,1,4,4,3,4,1,1,3,4,1,1,1,1,4
16887,1,2,3,1,3,3,1,2,2,2,10,7,4,6,2,6,4,9,5,5,3,4,3,3,3,4,4,3,4,4,1,1,4,4,3,4,1,1,3,4,1,1,1,1,4
16888,1,2,3,1,3,3,1,2,2,2,10,7,4,6,2,6,4,9,5,5,3,4,3,3,3,4,4,3,4,4,1,1,4,4,3,4,1,1,3,4,1,1,1,1,4
16889,1,2,3,1,3,3,1,2,2,2,10,7,4,6,2,6,4,9,5,5,3,4,3,3,3,4,4,3,4,4,1,1,4,4,3,4,1,1,3,4,1,1,1,1,4
16890,1,2,3,1,3,3,1,2,2,2,10,7,4,6,2,6,4,9,5,5,3,4,3,3,3,4,4,3,4,4,1,1,4,4,3,4,1,1,3,4,1,1,1,1,4
16891,1,2,3,1,3,3,1,2,2,2,10,7,4,6,2,6,4,9,5,5,3,4,3,3,3,4,4,3,4,4,1,1,4,4,3,4,1,1,3,4,1,1,1,1,4
16892,1,2,3,1,3,3,1,2,2,2,10,7,4,6,2,6,4,9,5,5,3,4,3,3,3,4,4,3,4,4,1,1,4,4,3,4,1,1,3,4,1,1,1,1,4
16893,1,2,3,1,3,3,1,2,2,2,10,7,4,6,2,6,4,9,5,5,3,4,3,3,3,4,4,3,4,4,1,1,4,4,3,4,1,1,3,4,1,1,1,1,4
16894,1,2,3,1,3,3,1,2,2,2,10,7,4,6,2,6,4,9,5,5,3,4,3,3,3,4,4,3,4,4,1,1,4,4,3,4,1,1,3,4,1,1,1,1,4
16895,1,2,3,1,3,3,1,2,2,2,10,7,4,6,2,6,4,9,5,5,3,4,3,3,3,4,4,3,4,4,1,1,4,4,3,4,1,1,3,4,1,1,1,1,4
16896,1,2,3,1,3,3,1,2,2,2,10,7,4,6,2,6,4,9,5,5,3,4,3,3,3,4,4,3,4,4,1,1,4,4,3,4,1,1,3,4,1,1,1,1,4
16897,1,2,3,1,3,3,1,2,2,2,10,7,4,6,2,6,4,9,5,5,3,4,3,3,3,4,4,3,4,4,1,1,4,4,3,4,1,1,3,4,1,1,1,1,4
16898,1,2,3,1,3,3,1,2,2,2,10,7,4,6,2,6,4,9,5,5,3,4,3,3,3,4,4,3,4,4,1,1,4,4,3,4,1,1,3,4,1,1,1,1,4
16899,1,2,3,1,3,3,1,2,2,2,10,7,4,6,2,6,4,9,5,5,3,4,3,3,3,4,4,3,4,4,1,1,4,4,3,4,1,1,3,4,1,1,1,1,4
16900,1,2,3,1,3,3,1,2,2,2,10,7,4,6,2,6,4,9,5,5,3,4,3,3,3,4,4,3,4,4,1,1,4,4,3,4,1,1,3,4,1,1,1,1,4
16901,1,2,3,1,3,3,1,2,2,2,10,7,4,6,2,6,4,9,5,5,3,4,3,3,3,4,4,3,4,4,1,1,4,4,3,4,1,1,3,4,1,1,1,1,4
16902,3,2,1,2,2,4,2,2,0,2,4,5,5,7,6,1,5,5,9,7,4,4,2,4,1,4,2,2,1,1,2,3,1,4,2,2,3,4,4,4,4,2,4,2,1
16903,3,2,1,2,2,4,2,2,0,2,4,5,5,7,6,1,5,5,9,7,4,4,2,4,1,4,2,2,1,1,2,3,1,4,2,2,3,4,4,4,4,2,4,2,1
16904,3,2,1,2,2,4,2,2,0,2,4,5,5,7,6,1,5,5,9,7,4,4,2,4,1,4,2,2,1,1,2,3,1,4,2,2,3,4,4,4,4,2,4,2,1
16905,3,2,1,2,2,4,2,2,0,2,4,5,5,7,6,1,5,5,9,7,4,4,2,4,1,4,2,2,1,1,2,3,1,4,2,2,3,4,4,4,4,2,4,2,1
16906,3,2,1,2,2,4,2,2,0,2,4,5,5,7,6,1,5,5,9,7,4,4,2,4,1,4,2,2,1,1,2,3,1,4,2,2,3,4,4,4,4,2,4,2,1
16907,3,2,1,2,2,4,2,2,0,2,4,5,5,7,6,1,5,5,9,7,4,4,2,4,1,4,2,2,1,1,2,3,1,4,2,2,3,4,4,4,4,2,4,2,1
16908,3,2,1,2,2,4,2,2,0,2,4,5,5,7,6,1,5,5,9,7,4,4,2,4,1,4,2,2,1,1,2,3,1,4,2,2,3,4,4,4,4,2,4,2,1
16909,3,2,1,2,2,4,2,2,0,2,4,5,5,7,6,1,5,5,9,7,4,4,2,4,1,4,2,2,1,1,2,3,1,4,2,2,3,4,4,4,4,2,4,2,1
16910,3,2,1,2,2,4,2,2,0,2,4,5,5,7,6,1,5,5,9,7,4,4,2,4,1,4,2,2,1,1,2,3,1,4,2,2,3,4,4,4,4,2,4,2,1
16911,3,2,1,2,2,4,2,2,0,2,4,5,5,7,6,1,5,5,9,7,4,4,2,4,1,4,2,2,1,1,2,3,1,4,2,2,3,4,4,4,4,2,4,2,1
16912,3,2,1,2,2,4,2,2,0,2,4,5,5,7,6,1,5,5,9,7,4,4,2,4,1,4,2,2,1,1,2,3,1,4,2,2,3,4,4,4,4,2,4,2,1
16913,3,2,1,2,2,4,2,2,0,2,4,5,5,7,6,1,5,5,9,7,4,4,2,4,1,4,2,2,1,1,2,3,1,4,2,2,3,4,4,4,4,2,4,2,1
16914,3,2,1,2,2,4,2,2,0,2,4,5,5,7,6,1,5,5,9,7,4,4,2,4,1,4,2,2,1,1,2,3,1,4,2,2,3,4,4,4,4,2,4,2,1
16915,3,2,1,2,2,4,2,2,0,2,4,5,5,7,6,1,5,5,9,7,4,4,2,4,1,4,2,2,1,1,2,3,1,4,2,2,3,4,4,4,4,2,4,2,1
16916,3,2,1,2,2,4,2,2,0,2,4,5,5,7,6,1,5,5,9,7,4,4,2,4,1,4,2,2,1,1,2,3,1,4,2,2,3,4,4,4,4,2,4,2,1
16917,3,2,1,2,2,4,2,2,0,2,4,5,5,7,6,1,5,5,9,7,4,4,2,4,1,4,2,2,1,1,2,3,1,4,2,2,3,4,4,4,4,2,4,2,1
16918,3,2,1,2,2,4,2,2,0,2,4,5,5,7,6,1,5,5,9,7,4,4,2,4,1,4,2,2,1,1,2,3,1,4,2,2,3,4,4,4,4,2,4,2,1
16919,3,1,2,1,3,1,4,2,2,1,3,6,6,10,4,7,3,3,7,9,1,1,4,1,4,1,1,4,1,3,4,3,2,2,3,1,3,4,3,4,4,4,4,3,4
16920,3,1,2,1,3,1,4,2,2,1,3,6,6,10,4,7,3,3,7,9,1,1,4,1,4,1,1,4,1,3,4,3,2,2,3,1,3,4,3,4,4,4,4,3,4
16921,3,1,2,1,3,1,4,2,2,1,3,6,6,10,4,7,3,3,7,9,1,1,4,1,4,1,1,4,1,3,4,3,2,2,3,1,3,4,3,4,4,4,4,3,4
16922,3,1,2,1,3,1,4,2,2,1,3,6,6,10,4,7,3,3,7,9,1,1,4,1,4,1,1,4,1,3,4,3,2,2,3,1,3,4,3,4,4,4,4,3,4
16923,3,1,2,1,3,1,4,2,2,1,3,6,6,10,4,7,3,3,7,9,1,1,4,1,4,1,1,4,1,3,4,3,2,2,3,1,3,4,3,4,4,4,4,3,4
16924,3,1,2,1,3,1,4,2,2,1,3,6,6,10,4,7,3,3,7,9,1,1,4,1,4,1,1,4,1,3,4,3,2,2,3,1,3,4,3,4,4,4,4,3,4
16925,3,1,2,1,3,1,4,2,2,1,3,6,6,10,4,7,3,3,7,9,1,1,4,1,4,1,1,4,1,3,4,3,2,2,3,1,3,4,3,4,4,4,4,3,4
16926,3,1,2,1,3,1,4,2,2,1,3,6,6,10,4,7,3,3,7,9,1,1,4,1,4,1,1,4,1,3,4,3,2,2,3,1,3,4,3,4,4,4,4,3,4
16927,3,1,2,1,3,1,4,2,2,1,3,6,6,10,4,7,3,3,7,9,1,1,4,1,4,1,1,4,1,3,4,3,2,2,3,1,3,4,3,4,4,4,4,3,4
16928,3,1,2,1,3,1,4,2,2,1,3,6,6,10,4,7,3,3,7,9,1,1,4,1,4,1,1,4,1,3,4,3,2,2,3,1,3,4,3,4,4,4,4,3,4
16929,3,1,2,1,3,1,4,2,2,1,3,6,6,10,4,7,3,3,7,9,1,1,4,1,4,1,1,4,1,3,4,3,2,2,3,1,3,4,3,4,4,4,4,3,4
16930,3,1,2,1,3,1,4,2,2,1,3,6,6,10,4,7,3,3,7,9,1,1,4,1,4,1,1,4,1,3,4,3,2,2,3,1,3,4,3,4,4,4,4,3,4
16931,3,1,2,1,3,1,4,2,2,1,3,6,6,10,4,7,3,3,7,9,1,1,4,1,4,1,1,4,1,3,4,3,2,2,3,1,3,4,3,4,4,4,4,3,4
16932,3,1,2,1,3,1,4,2,2,1,3,6,6,10,4,7,3,3,7,9,1,1,4,1,4,1,1,4,1,3,4,3,2,2,3,1,3,4,3,4,4,4,4,3,4
16933,3,1,2,1,3,1,4,2,2,1,3,6,6,10,4,7,3,3,7,9,1,1,4,1,4,1,1,4,1,3,4,3,2,2,3,1,3,4,3,4,4,4,4,3,4
16934,3,1,2,1,3,1,4,2,2,1,3,6,6,10,4,7,3,3,7,9,1,1,4,1,4,1,1,4,1,3,4,3,2,2,3,1,3,4,3,4,4,4,4,3,4
16935,3,1,2,1,3,1,4,2,2,1,3,6,6,10,4,7,3,3,7,9,1,1,4,1,4,1,1,4,1,3,4,3,2,2,3,1,3,4,3,4,4,4,4,3,4
16936,1,2,2,3,2,1,1,2,2,4,7,5,7,4,6,10,4,6,6,3,3,1,1,3,4,4,2,2,4,3,1,4,3,4,4,4,4,3,3,4,1,1,1,4,1
16937,1,2,2,3,2,1,1,2,2,4,7,5,7,4,6,10,4,6,6,3,3,1,1,3,4,4,2,2,4,3,1,4,3,4,4,4,4,3,3,4,1,1,1,4,1
16938,1,2,2,3,2,1,1,2,2,4,7,5,7,4,6,10,4,6,6,3,3,1,1,3,4,4,2,2,4,3,1,4,3,4,4,4,4,3,3,4,1,1,1,4,1
16939,1,2,2,3,2,1,1,2,2,4,7,5,7,4,6,10,4,6,6,3,3,1,1,3,4,4,2,2,4,3,1,4,3,4,4,4,4,3,3,4,1,1,1,4,1
16940,1,2,2,3,2,1,1,2,2,4,7,5,7,4,6,10,4,6,6,3,3,1,1,3,4,4,2,2,4,3,1,4,3,4,4,4,4,3,3,4,1,1,1,4,1
16941,1,2,2,3,2,1,1,2,2,4,7,5,7,4,6,10,4,6,6,3,3,1,1,3,4,4,2,2,4,3,1,4,3,4,4,4,4,3,3,4,1,1,1,4,1
